source,path,category,root_speed,airborne_frac,pelvis_low_frac,upper_lower_ratio,limb_energy
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_83_F_MoSh/Subject_83_F_10_poses.npz,Upper-Body Manipulation,0.162,0.0,0.0,3.893,1.73
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/69/Fast_StraightLong(18)_stageii.npz,Basic Locomotion,0.943,0.0,0.0,0.972,2.13
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/hamada/accident-13-damage_back-hamada_stageii.npz,Basic Locomotion,0.256,0.0,0.0,1.329,0.68
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/359/bend_right04_stageii.npz,Basic Locomotion,0.597,0.0,0.0,1.026,0.95
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_82_F_MoSh/Subject_82_F_18_poses.npz,Basic Locomotion,0.697,0.0,0.0,1.154,3.52
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/slope_up07_stageii.npz,Agility / High-Dynamic,0.477,0.333,0.0,1.021,0.54
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s4/airplane_pass_1_stageii.npz,Upper-Body Manipulation,0.203,0.0,0.0,2.173,0.52
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub063/0010_normal_jog2_poses.npz,Agility / High-Dynamic,0.255,0.043,0.0,0.677,17.57
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/67/Slow_StraightLong(30)_stageii.npz,Basic Locomotion,0.513,0.0,0.0,0.962,0.98
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/513/kick05_stageii.npz,Basic Locomotion,0.171,0.0,0.0,1.169,0.71
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/go_over_beam05_stageii.npz,Basic Locomotion,0.336,0.0,0.0,1.191,0.51
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/317/walking_slow08_stageii.npz,Basic Locomotion,0.45,0.0,0.0,1.031,0.56
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s4/bowl_pass_1_stageii.npz,Upper-Body Manipulation,0.131,0.0,0.0,3.133,0.61
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/9/walking_slow10_stageii.npz,Basic Locomotion,0.259,0.0,0.0,1.15,0.33
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/675/walk_slow_with_handrail_table_beam_left02_stageii.npz,Basic Locomotion,0.214,0.0,0.0,1.177,0.46
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/31/31_11_stageii.npz,Upper-Body Manipulation,0.023,0.0,0.0,3.037,0.39
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/hamada/sitdown_standup-13-applause-hamada_stageii.npz,Upper-Body Manipulation,0.035,0.0,0.0,2.675,0.71
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspSphere_B_stageii.npz,Upper-Body Manipulation,0.018,0.0,0.0,18.105,0.98
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub098/0026_kicking2_poses.npz,Basic Locomotion,0.174,0.0,0.0,1.522,2.9
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/359/turn_left01_stageii.npz,Basic Locomotion,0.582,0.0,0.0,1.073,1.18
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s5/mouse_pick_all_stageii.npz,Upper-Body Manipulation,0.044,0.0,0.0,3.266,0.33
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub060/0018_lifting_light2_poses.npz,Basic Locomotion,1.264,0.0,0.0,1.34,4.59
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub047/0008_normal_walk4_poses.npz,Basic Locomotion,0.192,0.0,0.0,0.735,7.99
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/80/80_53_stageii.npz,Upper-Body Manipulation,0.076,0.0,0.0,11.052,1.22
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/572/tennis_forehand_right05_stageii.npz,Upper-Body Manipulation,0.143,0.0,0.0,3.872,0.75
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_36_F_MoSh/Subject_36_F_17_poses.npz,Upper-Body Manipulation,0.025,0.0,0.0,15.05,0.46
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/76/76_04_stageii.npz,Basic Locomotion,0.107,0.0,0.0,1.898,0.82
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/90/90_16_stageii.npz,Agility / High-Dynamic,0.091,0.157,0.395,1.8,2.08
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_52_F_MoSh/Subject_52_F_19_poses.npz,Basic Locomotion,0.933,0.0,0.0,1.124,3.62
AMASS,../egodata/downloads/amass/extracted/EKUT/EKUT/300/PushStandOpen_04_stageii.npz,Basic Locomotion,0.023,0.0,0.0,1.178,0.36
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/85/85_02_stageii.npz,Agility / High-Dynamic,0.438,0.072,0.079,1.254,3.67
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kudo/gesture_etc-45-feel_dizzy_-kudo_stageii.npz,Upper-Body Manipulation,0.007,0.0,0.0,8.164,0.05
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub048/0015_sitting1_poses.npz,Basic Locomotion,0.937,0.0,0.0,1.15,3.16
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s5/duck_pass_1_stageii.npz,Upper-Body Manipulation,0.144,0.0,0.0,2.913,0.47
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/09/09_05_stageii.npz,Basic Locomotion,1.833,0.0,0.0,0.995,4.94
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/66/Fast_StraightLong(27)_stageii.npz,Basic Locomotion,1.08,0.0,0.0,0.99,2.71
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/counting_1_stageii.npz,Upper-Body Manipulation,0.003,0.0,0.0,15.324,0.16
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_37_F_MoSh/Subject_37_F_5_poses.npz,Agility / High-Dynamic,0.138,0.0,0.0,1.327,9.84
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Slow_StraightLong(42)_stageii.npz,Basic Locomotion,0.451,0.0,0.0,1.033,0.88
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/1229/supination_with_help_02_stageii.npz,Upper-Body Manipulation,0.007,0.0,0.0,8.656,0.06
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/9/RightTurn07_stageii.npz,Basic Locomotion,0.419,0.0,0.0,0.96,0.6
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/70/Mixed_FastSlow(32)_1_stageii.npz,Basic Locomotion,0.782,0.0,0.0,1.0,1.78
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_45_F_MoSh/Subject_45_F_12_poses.npz,Basic Locomotion,0.413,0.0,0.0,1.593,1.51
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/144/144_04_stageii.npz,Basic Locomotion,0.411,0.0,0.0,1.015,0.82
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub051/0025_kicking1_poses.npz,Basic Locomotion,0.864,0.0,0.0,1.358,6.78
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/shiono/turn-02-look_around-shiono_stageii.npz,Upper-Body Manipulation,0.037,0.0,0.0,5.37,0.16
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s2/cup_pass_1_stageii.npz,Upper-Body Manipulation,0.151,0.0,0.0,2.297,0.33
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_76_F_MoSh/Subject_76_F_12_poses.npz,Basic Locomotion,1.037,0.0,0.0,1.183,5.79
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/141/141_24_stageii.npz,Basic Locomotion,1.165,0.0,0.0,1.175,5.45
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/38/38_02_stageii.npz,Basic Locomotion,0.768,0.0,0.0,0.951,1.79
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/12/RightTurn10_stageii.npz,Basic Locomotion,0.587,0.0,0.0,0.997,0.78
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_hips_stageii.npz,Upper-Body Manipulation,0.187,0.0,0.0,2.284,0.82
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub058/0008_normal_walk4_poses.npz,Basic Locomotion,1.718,0.0,0.0,0.997,7.46
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_76_F_MoSh/Subject_76_F_1_poses.npz,Agility / High-Dynamic,0.111,0.0,0.0,1.633,5.85
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_hips_stageii.npz,Agility / High-Dynamic,0.119,0.0,0.0,3.594,10.78
AMASS,../egodata/downloads/amass/extracted/HDM05/HDM05/tr/HDM_tr_01-02_03_120_stageii.npz,Basic Locomotion,0.241,0.005,0.146,1.398,1.29
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub109/0012_normal_jog4_poses.npz,Agility / High-Dynamic,0.206,0.0,0.0,0.562,13.39
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S07_Expert/Trial_upper_left_225_poses.npz,Basic Locomotion,0.36,0.0,0.0,1.928,1.9
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub023/0009_normal_jog1_poses.npz,Agility / High-Dynamic,0.252,0.0,0.0,0.71,13.32
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/turn_right09_stageii.npz,Basic Locomotion,0.526,0.0,0.0,0.923,1.06
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/314/walking_run02_stageii.npz,Basic Locomotion,1.345,0.0,0.0,1.005,4.57
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub043/0004_motorcycle_poses.npz,Upper-Body Manipulation,0.007,0.0,0.0,2.074,0.38
AMASS,../egodata/downloads/amass/extracted/HDM05/HDM05/bk/HDM_bk_02-03_04_120_stageii.npz,Upper-Body Manipulation,0.203,0.0,0.0,2.466,0.5
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/70/Normal_CircleCW(1)_1_stageii.npz,Basic Locomotion,0.515,0.0,0.0,0.962,1.28
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/133/133_18_stageii.npz,Basic Locomotion,0.347,0.0,0.0,1.276,0.81
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/shiono/gesture_etc-33-watch_here-shiono_stageii.npz,Upper-Body Manipulation,0.029,0.0,0.0,13.033,0.36
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_25_F_MoSh/Subject_25_F_21_poses.npz,Basic Locomotion,0.427,0.0,0.318,1.542,2.15
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/425/walking_fast03_stageii.npz,Basic Locomotion,0.892,0.0,0.0,1.059,1.69
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/74/74_09_stageii.npz,Upper-Body Manipulation,0.014,0.0,0.0,3.5,0.51
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S10_Expert/Trial_upper_right_175_poses.npz,Basic Locomotion,0.444,0.0,0.0,1.945,2.07
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub090/0017_lifting_light1_poses.npz,Basic Locomotion,1.193,0.0,0.031,1.329,4.06
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s4/train_play_1_stageii.npz,Upper-Body Manipulation,0.029,0.0,0.0,12.106,0.24
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/200/KickHuefthoch03_stageii.npz,Basic Locomotion,0.247,0.0,0.0,0.649,0.95
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S05_Novice/Trial_upper_right_115_poses.npz,Upper-Body Manipulation,0.217,0.0,0.0,3.343,2.39
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s10/cylindermedium_pass_1_stageii.npz,Upper-Body Manipulation,0.127,0.0,0.0,3.265,0.42
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/314/step_over_gap09_stageii.npz,Basic Locomotion,0.663,0.0,0.0,1.066,1.23
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_21_F_MoSh/Subject_21_F_20_poses.npz,Upper-Body Manipulation,0.017,0.0,0.0,21.985,1.1
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_14_F_MoSh/Subject_14_F_12_poses.npz,Unstructured / OOD,0.411,0.0,0.734,1.065,3.37
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_89_F_MoSh/Subject_89_F_21_poses.npz,Unstructured / OOD,0.365,0.0,0.695,1.287,2.67
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub086/0009_normal_jog1_poses.npz,Agility / High-Dynamic,0.223,0.056,0.0,0.639,18.7
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub048/0013_knocking1_poses.npz,Basic Locomotion,1.141,0.0,0.0,1.109,3.45
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/423/go_over_beam01_stageii.npz,Basic Locomotion,0.433,0.0,0.0,1.116,0.7
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/1717/displace_from_left_to_right_25_stageii.npz,Upper-Body Manipulation,0.059,0.0,0.0,6.678,0.25
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_4_F_MoSh/Subject_4_F_15_poses.npz,Basic Locomotion,0.513,0.0,0.0,1.305,2.01
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Mixed_FastSlow(28)_stageii.npz,Basic Locomotion,0.927,0.0,0.0,1.036,2.4
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/69/Mixed_SlowFast(12)_stageii.npz,Basic Locomotion,0.99,0.0,0.0,0.979,2.32
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/36/36_20_stageii.npz,Agility / High-Dynamic,0.303,0.464,0.0,1.103,1.0
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/572/punch_right01_stageii.npz,Upper-Body Manipulation,0.085,0.0,0.0,3.902,0.55
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub092/0019_throwing_hard2_poses.npz,Upper-Body Manipulation,0.178,0.0,0.0,3.683,2.69
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub044/0029_jumping2_poses.npz,Agility / High-Dynamic,0.184,0.133,0.0,2.07,7.4
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/572/wipe_circular_left09_stageii.npz,Upper-Body Manipulation,0.014,0.0,0.0,20.554,0.18
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/golf_drive02_stageii.npz,Upper-Body Manipulation,0.143,0.0,0.0,6.536,1.2
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_56_F_MoSh/Subject_56_F_4_poses.npz,Agility / High-Dynamic,0.135,0.0,0.0,1.229,8.92
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s1/stapler_offhand_1_stageii.npz,Upper-Body Manipulation,0.057,0.0,0.0,3.534,0.22
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s9/eyeglasses_clean_1_stageii.npz,Upper-Body Manipulation,0.064,0.0,0.0,3.199,0.35
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/425/walking_slow02_stageii.npz,Basic Locomotion,0.481,0.0,0.0,1.073,0.63
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/359/walking_fast01_stageii.npz,Basic Locomotion,0.869,0.0,0.0,1.033,1.42
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/883/wipe_head_dabbing03_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,20.941,0.1
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/1717/displace_from_left_to_right_07_stageii.npz,Upper-Body Manipulation,0.077,0.0,0.0,5.872,0.47
AMASS,../egodata/downloads/amass/extracted/MoSh/MoSh/50027/stretches_stageii.npz,Upper-Body Manipulation,0.073,0.0,0.0,10.226,0.66
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/8/WalkingStraightBackwards08_stageii.npz,Basic Locomotion,0.432,0.0,0.0,1.086,0.54
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_15_F_MoSh/Subject_15_F_12_poses.npz,Basic Locomotion,0.44,0.0,0.0,1.454,2.03
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_32_F_MoSh/Subject_32_F_1_poses.npz,Unstructured / OOD,0.371,0.0,0.653,1.405,2.79
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/183/downstairs01_stageii.npz,Agility / High-Dynamic,0.216,0.718,0.0,0.961,0.75
AMASS,../egodata/downloads/amass/extracted/EKUT/EKUT/265/SLPD301_stageii.npz,Agility / High-Dynamic,0.893,0.391,0.0,1.019,2.25
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s9/teapot_pour_2_stageii.npz,Upper-Body Manipulation,0.115,0.0,0.0,2.11,0.31
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/wave_both14_stageii.npz,Upper-Body Manipulation,0.025,0.0,0.0,36.448,1.17
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/291/push_recovery_left08_stageii.npz,Basic Locomotion,0.323,0.0,0.0,0.947,0.49
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/969/Trial_32_stageii.npz,Upper-Body Manipulation,0.011,0.0,0.0,42.964,0.15
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s2/camera_pick_all_stageii.npz,Upper-Body Manipulation,0.011,0.0,0.0,3.29,0.17
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/bend_left04_stageii.npz,Basic Locomotion,0.464,0.0,0.0,1.013,0.5
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S05_Novice/Trial_upper_left_184_poses.npz,Upper-Body Manipulation,0.207,0.0,0.0,3.55,2.22
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/67/Mixed_FastSlow(32)_stageii.npz,Basic Locomotion,1.105,0.0,0.0,0.977,2.98
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub060/0017_lifting_light1_poses.npz,Basic Locomotion,1.166,0.0,0.0,1.338,4.24
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_74_F_MoSh/Subject_74_F_18_poses.npz,Basic Locomotion,0.898,0.0,0.0,1.124,4.33
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/11/WalkInCounterClockwiseCircle07_stageii.npz,Basic Locomotion,0.51,0.0,0.0,1.026,1.02
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub054/0002_treadmill_slow_poses.npz,Basic Locomotion,0.12,0.0,0.0,0.584,3.35
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/aita/pose-13-model-aita_stageii.npz,Upper-Body Manipulation,0.044,0.0,0.0,2.188,0.19
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/walking_run01_stageii.npz,Basic Locomotion,0.72,0.0,0.0,1.24,2.13
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/29/29_11_stageii.npz,Upper-Body Manipulation,0.051,0.0,0.0,8.213,0.58
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/10/WalkingStraightBackwards08_stageii.npz,Basic Locomotion,0.423,0.0,0.0,1.094,0.69
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/upstairs03_stageii.npz,Agility / High-Dynamic,0.227,0.644,0.0,1.109,0.9
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/144/144_27_stageii.npz,Upper-Body Manipulation,0.29,0.0,0.0,2.386,0.97
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S02_Novice/Trial_upper_left_082_poses.npz,Upper-Body Manipulation,0.285,0.0,0.0,3.53,2.33
AMASS,../egodata/downloads/amass/extracted/HDM05/HDM05/bk/HDM_bk_05-02_01_120_stageii.npz,Upper-Body Manipulation,0.115,0.0,0.205,3.136,0.48
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/67/Slow_StraightLong(46)_stageii.npz,Basic Locomotion,0.559,0.0,0.0,0.959,1.23
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/70/Slow_EllipseCW(1)_stageii.npz,Basic Locomotion,0.411,0.0,0.0,1.025,1.01
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/883/wipe_back_horizontal04_stageii.npz,Upper-Body Manipulation,0.005,0.0,0.0,18.016,0.12
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/7/WalkingStraightBackwards06_stageii.npz,Basic Locomotion,0.397,0.0,0.0,1.049,0.43
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s8/airplane_fly_1_stageii.npz,Upper-Body Manipulation,0.157,0.0,0.0,2.363,0.57
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/67/Slow_StraightShort(3)_stageii.npz,Basic Locomotion,0.397,0.0,0.0,1.109,0.79
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S10_Expert/Trial_upper_left_right_226_poses.npz,Upper-Body Manipulation,0.286,0.0,0.0,3.852,2.48
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Normal_StraightLong(49)_stageii.npz,Basic Locomotion,0.653,0.0,0.0,1.04,1.41
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/122/122_37_stageii.npz,Basic Locomotion,0.463,0.0,0.0,1.025,1.22
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_68_F_MoSh/Subject_68_F_6_poses.npz,Upper-Body Manipulation,0.361,0.0,0.0,3.702,3.2
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/upstairs04_stageii.npz,Agility / High-Dynamic,0.234,0.689,0.0,1.103,0.86
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/359/bend_left02_stageii.npz,Basic Locomotion,0.604,0.0,0.0,1.006,0.99
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s10/phone_pass_1_stageii.npz,Upper-Body Manipulation,0.12,0.0,0.0,4.463,0.48
AMASS,../egodata/downloads/amass/extracted/EKUT/EKUT/300/PushStandOpen_07_stageii.npz,Basic Locomotion,0.056,0.0,0.0,1.18,0.41
AMASS,../egodata/downloads/amass/extracted/ACCAD/Male2Running_c3d/C4 - run to walk_poses.npz,Agility / High-Dynamic,2.125,0.0,0.0,1.027,9.67
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kaiwa/gesture_etc-40-head_banging-kaiwa_stageii.npz,Upper-Body Manipulation,0.162,0.0,0.0,2.056,1.06
AMASS,../egodata/downloads/amass/extracted/ACCAD/Male2Walking_c3d/B9 -  Walk turn left 90_poses.npz,Basic Locomotion,1.373,0.0,0.0,0.96,5.31
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub023/0013_knocking1_poses.npz,Basic Locomotion,1.103,0.0,0.0,1.143,3.84
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub085/0007_normal_walk3_poses.npz,Basic Locomotion,0.13,0.0,0.0,0.495,5.34
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/ichige/sitdown_standup-11-one_knee_drawn_up-ichige_stageii.npz,Unstructured / OOD,0.017,0.0,0.74,3.616,0.46
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/675/walk_with_handrail_table_right003_stageii.npz,Basic Locomotion,0.502,0.0,0.0,1.085,1.01
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_79_F_MoSh/Subject_79_F_21_poses.npz,Basic Locomotion,0.383,0.0,0.0,1.352,2.95
AMASS,../egodata/downloads/amass/extracted/HDM05/HDM05/tr/HDM_tr_02-03_02_120_stageii.npz,Upper-Body Manipulation,0.109,0.0,0.0,2.765,0.39
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/969/Trial_90_stageii.npz,Upper-Body Manipulation,0.015,0.0,0.0,37.589,0.28
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/walking_forward_4steps_right_02_stageii.npz,Basic Locomotion,0.466,0.0,0.0,1.027,0.56
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/80/80_36_stageii.npz,Upper-Body Manipulation,0.024,0.0,0.0,13.311,0.72
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/66/Slow_AFig8CW(2)_stageii.npz,Basic Locomotion,0.297,0.0,0.0,1.134,0.82
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub104/0025_kicking1_poses.npz,Basic Locomotion,0.234,0.0,0.0,1.211,3.16
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/06/06_14_stageii.npz,Upper-Body Manipulation,0.271,0.0,0.0,2.264,2.13
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/yokoyama/karate-08-jab-yokoyama_stageii.npz,Upper-Body Manipulation,0.036,0.0,0.0,4.527,0.99
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/1717/displace_from_left_to_right_47_stageii.npz,Upper-Body Manipulation,0.065,0.0,0.0,6.236,0.33
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub077/0011_normal_jog3_poses.npz,Agility / High-Dynamic,0.226,0.0,0.0,0.732,15.01
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub106/0004_motorcycle_poses.npz,Basic Locomotion,0.011,0.0,0.0,1.499,0.53
AMASS,../egodata/downloads/amass/extracted/EKUT/EKUT/300/PushBeam_24_stageii.npz,Basic Locomotion,0.622,0.0,0.0,1.147,1.67
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/79/79_24_stageii.npz,Upper-Body Manipulation,0.04,0.0,0.0,13.596,1.87
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub098/0022_throwing_hard1_poses.npz,Upper-Body Manipulation,0.233,0.0,0.0,3.557,3.96
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/317/walking_fast04_stageii.npz,Basic Locomotion,0.942,0.0,0.0,1.027,1.53
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S05_Novice/Trial_upper_left_right_207_poses.npz,Upper-Body Manipulation,0.222,0.0,0.0,4.047,2.72
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kudo/gesture_etc-16-dryer-kudo_stageii.npz,Upper-Body Manipulation,0.013,0.0,0.0,13.55,0.15
